"","GENENAME","estimate","se","p","fdr"
"CDK4","CDK4",-0.427572752307543,0.0979632523584526,1.57695197811743e-15,4.19920791846349e-15
"CDK5","CDK5",0.237919405028243,0.0737251608115361,0.000128661021141981,0.000170863788313399
"CDK5R1","CDK5R1",0.228688263745206,0.147147939417465,0.0283895461958298,0.0313295724428855
"CDK5RAP1","CDK5RAP1",0.0670243445425646,0.0683414914913765,2.45899143354106e-06,3.72668385961793e-06
"CDK5RAP2","CDK5RAP2",-0.239998361467206,0.0955984344795477,3.81340350906344e-10,7.4779146570646e-10
"CDK5RAP3","CDK5RAP3",0.158497004376026,0.0518596824337394,0.046361595577581,0.0502909024113685
"CDK6","CDK6",-1.38259310472147,0.248098729283043,7.92082207586767e-73,1.98070473044229e-71
"CDK7","CDK7",-0.302073812997426,0.0392293272263815,2.60276157956543e-12,5.79619664762718e-12
"CDK8","CDK8",-0.242665803760237,0.0778290131725585,6.79769591735207e-09,1.22428468004602e-08
"CDK9","CDK9",-0.056830066113892,0.167942375875343,1.07798456298578e-09,2.05332857308685e-09
"CDKAL1","CDKAL1",-0.571238658662737,0.0666929930944214,1.40157263396732e-31,7.5900450692052e-31
"CDKL1","CDKL1",-0.288260111580348,0.0989905990313181,1.32740392393588e-10,2.68207246759612e-10
"CDKL3","CDKL3",-0.506119269144347,0.0625997642372712,2.84457968234321e-15,7.46451321845927e-15
"CDKL5","CDKL5",0.398108185613272,0.273539177828242,1.42837387241726e-08,2.51843196613579e-08
"CDKN1A","CDKN1A",2.15497623656379,0.178723954002785,7.31799256430898e-73,1.83381190511515e-71
"CDKN1B","CDKN1B",0.300168818520184,0.0806725534309987,1.92759174700791e-05,2.7333958261419e-05
"CDKN1C","CDKN1C",-0.14475917246742,0.332430499375976,2.19673485962067e-05,3.09770584457585e-05
"CDKN2A","CDKN2A",0.739655767919198,0.21635190038529,1.98145788766867e-07,3.23174749752263e-07
"CDKN2AIP","CDKN2AIP",-0.359806467470844,0.107673983633208,1.37529850018178e-12,3.11753533568153e-12
"CDKN2AIPNL","CDKN2AIPNL",-0.231078560174884,0.0542656103645993,2.37648348239567e-08,4.12531469898727e-08
"CDKN2B","CDKN2B",3.52146006520061,0.240174652704686,1.24290531564982e-91,5.28367927577851e-90
"CDKN2C","CDKN2C",0.441985525139636,0.328793133851459,2.77743085333312e-08,4.80031355411995e-08
"CDKN2D","CDKN2D",1.44103348642688,0.163039973949859,1.80134661994286e-67,3.70958976075776e-66
"CDKN3","CDKN3",0.321381352663024,0.212473069579744,0.000197018050959371,0.000257873967513678
"CDR2","CDR2",-0.0442272761557371,0.163166225201308,9.23895220291426e-05,0.000124065036181508
"CDS2","CDS2",-0.0760605323127228,0.1567090951554,4.02808826433425e-10,7.88461348632965e-10
"CDT1","CDT1",-0.454678833698409,0.252573956781746,1.430053744205e-07,2.3566287854454e-07
"CDV3","CDV3",0.0715029242312154,0.150048843204026,1.33041072635461e-10,2.68769159467055e-10
"CDYL","CDYL",-0.0102275290724998,0.0969471386247,0.000204229027174301,0.000267077357773644
"CDYL2","CDYL2",0.44967669956382,0.172181205558146,4.53970061594939e-10,8.85836990682715e-10
"CEACAM1","CEACAM1",0.761162302601823,0.32835274420165,3.60968737072626e-07,5.77889828833285e-07
"CEACAM19","CEACAM19",-0.815914011797068,0.125473879245482,2.25542427790424e-14,5.64710037439928e-14
"CEACAM21","CEACAM21",0.727108428659371,0.13754124312307,5.95547189395102e-10,1.15471545778953e-09
"CEACAM3","CEACAM3",2.23267314068641,0.49962989264345,3.58751976438188e-32,1.99916890240813e-31
"CEACAM4","CEACAM4",1.2873865804283,0.244164189684247,6.97302521304401e-26,3.00942418821113e-25
"CEBPA","CEBPA",-0.416530726335483,0.200435124249932,3.52586553495253e-08,6.04644539151995e-08
"CEBPB","CEBPB",2.38242686072796,0.0983353823148036,4.49057406226673e-126,6.21526779804196e-124
"CEBPD","CEBPD",2.90244356230224,0.133661800124024,2.50483359572521e-101,1.4197635376151e-99
"CEBPE","CEBPE",-0.0110603694022163,0.432996021721661,2.00736250606319e-05,2.84143606964801e-05
"CEBPG","CEBPG",0.177914402077683,0.100405424163131,3.27460054667071e-08,5.62853000823414e-08
"CEBPZ","CEBPZ",-0.204809232197148,0.0880540958197218,1.8525898547056e-09,3.47047167777159e-09
"CECR1","CECR1",3.06301900031928,0.204281348239823,2.4661096829787e-164,1.7267119739115e-161
"CECR5","CECR5",0.883099784078573,0.117470174506691,1.72000767297997e-27,7.9292220493728e-27
"CECR6","CECR6",1.04676935998879,0.350881873538142,3.53631065059267e-10,6.94599103531428e-10
"CEL","CEL",-1.68652061478078,0.197682458961397,2.08035109545484e-48,2.17404908597005e-47
"CELF1","CELF1",0.0794751061768889,0.0905196081347928,0.00019808740696455,0.000259216623251873
"CELF2","CELF2",0.215754403044451,0.0589453997365702,5.30316581822033e-10,1.03092573467706e-09
"CELSR1","CELSR1",0.190250471001039,0.211072269546726,0.0123243602719518,0.0139911168638094
"CELSR2","CELSR2",0.919402863803722,0.108526560610944,5.47450747069341e-15,1.41259619387955e-14
"CELSR3","CELSR3",0.471562231056657,0.209752610639312,3.47706288498111e-08,5.96533287978238e-08
"CEMP1","CEMP1",0.632651765098453,0.173277533885355,2.12605890236023e-09,3.96777659372747e-09
"CENPA","CENPA",0.244446196008075,0.289287386427914,0.000488237712202845,0.000621882663279878
"CENPB","CENPB",0.392393653378649,0.0517352807683003,6.5366446599004e-12,1.42214734759266e-11
"CENPBD1","CENPBD1",-0.45966257247834,0.120439140669136,2.29768128323805e-15,6.06549130946608e-15
"CENPE","CENPE",0.21147449995059,0.200522290802999,0.00138950696942386,0.00170402858613767
"CENPF","CENPF",-0.226666725174776,0.189934729930198,0.0224385368900174,0.0249776400076571
"CENPH","CENPH",-0.36085327472214,0.163267777015248,3.0025851933871e-06,4.52116022225005e-06
"CENPI","CENPI",-0.33809262757555,0.214629497498771,2.2553231950601e-06,3.42586931990816e-06
"CENPJ","CENPJ",-1.024314470223,0.162674777303726,1.06439519287805e-45,1.01599807384342e-44
"CENPK","CENPK",-0.277376922824032,0.179706214247182,3.4895556399668e-05,4.84330466214142e-05
"CENPL","CENPL",-0.248290009303505,0.134545756226746,1.26253039523065e-05,1.81168165092591e-05
"CENPM","CENPM",0.108780333968651,0.226418096094851,0.0121200684867335,0.0137697027009248
"CENPN","CENPN",0.0750084616524101,0.11211064687593,0.087992995859473,0.0935746117855184
"CENPO","CENPO",-0.167830807932304,0.0766904897583381,0.00475334118118422,0.00557373855577142
"CENPP","CENPP",-0.216561355703718,0.0466002610130126,7.58590493221384e-05,0.000102479884698833
"CENPQ","CENPQ",-0.213882012294173,0.148296507260837,0.000137830656448692,0.00018247117158367
"CENPT","CENPT",-0.161873321617943,0.0431579334633977,0.010279834891492,0.0117541666391383
"CENPV","CENPV",-0.881579010275107,0.24029564617064,4.70590182750862e-19,1.48225322711921e-18
"CENPW","CENPW",0.142657078328599,0.0794458891952477,0.392333306717757,0.399516070652875
"CEP120","CEP120",-0.000160864585908493,0.0669154516858188,0.0275170158348313,0.0303920422642662
"CEP135","CEP135",-0.249841544568955,0.0701017565374454,1.09759199531087e-08,1.94820124070762e-08
"CEP152","CEP152",-0.047938611370376,0.109151098063691,0.0195128780861901,0.0218209120499738
"CEP164","CEP164",0.0303235708366871,0.0663790943622669,0.0458428176269451,0.0497689764879175
"CEP170","CEP170",-0.386096186839715,0.118965600144337,9.39982067817123e-19,2.91294104483916e-18
"CEP192","CEP192",-0.174729363033134,0.102479502344901,8.87492429197552e-06,1.28638850276893e-05
"CEP250","CEP250",-0.239208417710341,0.0916443340324629,2.75810801041657e-15,7.2455880926922e-15
"CEP290","CEP290",-0.860801603966413,0.078800597883206,5.47134682243449e-51,6.20833567468424e-50
"CEP350","CEP350",0.0169084147333977,0.0483350572903231,0.441658805137631,0.44870815615852
"CEP55","CEP55",0.66301807159968,0.269473314893969,1.44774414366803e-09,2.73271464352689e-09
"CEP57","CEP57",-0.46442360800287,0.0441381518627815,1.97179713065802e-34,1.19868749980707e-33
"CEP57L1","CEP57L1",-0.780323229331336,0.114173020829915,1.30128409092414e-47,1.32499439985201e-46
"CEP63","CEP63",-0.199898034773798,0.0610279815491846,1.42875566756774e-06,2.19835557278422e-06
"CEP68","CEP68",-0.545871679180111,0.0576077972854605,1.33076368676311e-24,5.45833224105488e-24
"CEP70","CEP70",-2.46332244105602,0.202883801419526,7.68339200370651e-104,4.81344289579572e-102
"CEP72","CEP72",-0.613338475323457,0.138619815412188,5.44889680734431e-26,2.36363770764648e-25
"CEP76","CEP76",-0.471235330386164,0.110639228614441,8.44083132446825e-22,3.01715361126563e-21
"CEP78","CEP78",-0.317486553912067,0.0508183321856143,5.85093379464533e-08,9.88273945759378e-08
"CEP97","CEP97",-0.522274693579538,0.109509580416732,1.49081853456378e-24,6.10430444338243e-24
"CEPT1","CEPT1",0.227932496640624,0.116864690294706,6.41886577174087e-09,1.15833473743226e-08
"CERCAM","CERCAM",-0.556391881387055,0.209862168157402,2.89882918952889e-13,6.819123289123e-13
"CERK","CERK",0.332497738318901,0.0857422089594563,1.01939871193101e-14,2.5960425477353e-14
"CERKL","CERKL",0.0975469535396591,0.219847264894348,7.65964524923496e-05,0.000103429106524837
"CES1","CES1",4.25601641841768,0.981722067659266,4.58839820780336e-72,1.12609698695842e-70
"CES2","CES2",0.01205707761453,0.0975436257823055,6.15868133206954e-05,8.39422694327537e-05
"CES3","CES3",-1.28398271347731,0.257799704428653,1.42373341365988e-13,3.40500277733444e-13
"CES4A","CES4A",1.64082345285791,0.156171169098241,2.0056406976621e-23,7.7459900143647e-23
"CETN2","CETN2",-0.235800908114435,0.050503739452629,8.54319024895804e-05,0.000114981449042682
"CETN3","CETN3",-0.294462458337794,0.202857437266183,2.5580800966885e-08,4.43214372501938e-08
"CETP","CETP",0.884821423273355,0.257395931031674,3.96021851652835e-05,5.4685012763616e-05
"CFD","CFD",0.670798100730096,0.168265889691002,2.50947397124047e-09,4.65776838915879e-09
"CFDP1","CFDP1",-0.122001365000611,0.0629051912697452,0.00107328491636428,0.00132771880684722
"CFH","CFH",-1.94783333747829,0.179621351520615,5.53419675442528e-25,2.31054170353996e-24
"CFL1","CFL1",0.771122750491601,0.0459089372799659,4.1794216293635e-60,6.61537974126512e-59
"CFL2","CFL2",-0.248705166180053,0.153563670495985,6.63125404863552e-07,1.0446243639612e-06
"CFLAR","CFLAR",0.563762918580891,0.0575538657429505,3.79450498550766e-35,2.37840931240114e-34
"CFP","CFP",2.11951255767198,0.149870279653901,1.64256222052459e-110,1.19947350373645e-108
"CGGBP1","CGGBP1",-0.223811461248323,0.0334039601408616,1.03431944226055e-14,2.63291367006573e-14
"CGREF1","CGREF1",-0.0828942939255444,0.182140614644871,0.185972919448846,0.193431987084902
"CGRRF1","CGRRF1",0.00545195010266313,0.114967983218334,0.000253615473329425,0.000329489737943697
"CHAC1","CHAC1",-0.640972398574464,0.504992323812465,1.51510591899643e-08,2.66582494513149e-08
"CHAC2","CHAC2",-0.152514128811275,0.128714309908402,0.0335760215413871,0.0368278091049697
"CHAD","CHAD",0.201628345076353,0.356825353096214,0.000104291112067099,0.000139449236905716
"CHADL","CHADL",0.00546608018718659,0.0691156984794523,0.362154608241571,0.369511940845141
"CHAF1A","CHAF1A",-0.13011851609443,0.0888913880216676,0.0290027836543396,0.0319914867795018
"CHAF1B","CHAF1B",-0.214641837038551,0.136232776612037,0.00805718182313336,0.00930209847146036
"CHCHD1","CHCHD1",0.16114034621845,0.0862652479035977,0.00104852092474204,0.00129802855613151
"CHCHD10","CHCHD10",1.14241353161764,0.149917682615026,8.40356725239954e-25,3.48528435558578e-24
"CHCHD2","CHCHD2",0.0814394608796691,0.098273008352576,0.00123166939156178,0.00151483372264517
"CHCHD3","CHCHD3",-0.132548092514152,0.0948327753019911,3.7834685078222e-05,5.23050239821227e-05
"CHCHD4","CHCHD4",-0.0585808800906961,0.151967700766073,0.000550462412162246,0.000697408631396191
"CHCHD5","CHCHD5",0.108641377502622,0.0530613432046522,0.10042323163529,0.106384632089254
"CHCHD6","CHCHD6",-0.666792593218813,0.135197846409304,5.86773562751337e-34,3.4991812211569e-33
"CHCHD7","CHCHD7",0.30322070836452,0.0699696207829527,1.4188498409795e-07,2.33881313629401e-07
"CHD1","CHD1",0.209940531876753,0.246212188214307,2.99346631092294e-11,6.28416746012623e-11
"CHD1L","CHD1L",-0.522033415052183,0.116213543434891,1.65757215079987e-31,8.94788268071241e-31
"CHD2","CHD2",0.109241342622086,0.187274702357415,5.32692938520145e-07,8.43844030769934e-07
"CHD3","CHD3",0.0204251005449493,0.114698356865946,0.0641805320804832,0.0689166326886776
"CHD4","CHD4",-0.600157551745655,0.100374578937077,3.58241733376189e-68,7.71094277102492e-67
"CHD5","CHD5",-0.850274018575327,0.230025824522194,1.12956704423609e-07,1.87207414752746e-07
"CHD6","CHD6",-0.509470690313859,0.105642202020214,2.40441782264281e-26,1.05569108605376e-25
"CHD7","CHD7",0.333036956075784,0.256595489666495,2.12724027886321e-06,3.23585189000752e-06
"CHD8","CHD8",-0.106068877322535,0.102541030337703,1.6261519409449e-07,2.66686229719856e-07
"CHD9","CHD9",-0.489278553381215,0.0647556930338684,1.0642793535855e-27,4.94269104398292e-27
"CHEK1","CHEK1",-0.340097448348249,0.145033348171584,3.3299942351605e-05,4.63048146975647e-05
"CHEK2","CHEK2",-0.07355768966565,0.134141438429128,3.08054477101603e-05,4.29817423624473e-05
"CHERP","CHERP",-0.188948264474528,0.0798605329420056,2.93312533208378e-08,5.05765476282678e-08
"CHFR","CHFR",0.33105173626523,0.0800510930100829,4.4096579599314e-15,1.14527948280741e-14
"CHI3L1","CHI3L1",-0.386000713214199,0.36057753002251,0.00308972534154273,0.00368359382415696
"CHI3L2","CHI3L2",1.30371210250624,0.238433157759691,2.40692357608701e-29,1.18989956617727e-28
"CHIC1","CHIC1",-0.50184201096293,0.159831097934043,1.64299168943983e-11,3.50036335768791e-11
"CHIC2","CHIC2",0.121206093645807,0.114379342767558,1.2838987449578e-08,2.26975297211238e-08
"CHID1","CHID1",-0.247547386208906,0.102926078725938,5.18029027518819e-09,9.41389238863588e-09
"CHKA","CHKA",-0.0297535262334752,0.172705337743009,2.01110436316124e-08,3.51205622574945e-08
"CHKB","CHKB",0.310687611977348,0.121633700041092,7.83348654921211e-09,1.40340142075966e-08
"CHM","CHM",-0.0394955533547368,0.127182488953158,0.00485070119054349,0.00568454231279306
"CHML","CHML",0.0509951859764777,0.148847701273835,0.000128016628231987,0.000170102916481954
"CHMP1A","CHMP1A",0.350707974020507,0.0769853900990569,8.21893414565018e-17,2.33651715155658e-16
"CHMP1B","CHMP1B",0.1733684182685,0.178966776546712,1.77226001431887e-10,3.54779867985831e-10
"CHMP2A","CHMP2A",0.655758244855867,0.0797352158910358,1.39804381542177e-38,1.02468691717767e-37
"CHMP2B","CHMP2B",0.436726352775077,0.128512462180461,1.39238365033489e-23,5.4215055904273e-23
"CHMP4A","CHMP4A",0.0750274958975703,0.0868117612181712,0.000679999525427591,0.000855787095703596
"CHMP4B","CHMP4B",0.89391174524571,0.121891164332376,6.21031680962068e-79,1.90519074703389e-77
"CHMP5","CHMP5",0.230638273241508,0.070888783955767,2.24018326867818e-08,3.89666833948214e-08
"CHMP6","CHMP6",-0.025625372763334,0.0616023648172866,0.377571085835827,0.384944636805469
"CHMP7","CHMP7",0.358274707808434,0.102274138727183,7.8246506977664e-13,1.79385241247137e-12
"CHN1","CHN1",-1.03651891824286,0.186472861617344,2.07595304029989e-10,4.14042711774288e-10
"CHN2","CHN2",0.199681772817495,0.196548230604313,0.0159332751813933,0.0179477405587323
"CHORDC1","CHORDC1",0.128257708075365,0.148654620630673,3.54928610228536e-05,4.92276304771646e-05
"CHPF","CHPF",-0.20079938954611,0.221058664988625,0.00281178777286694,0.00336166230016424
"CHPF2","CHPF2",-0.158801787855868,0.117435117236186,5.44665100497982e-09,9.87833108521633e-09
"CHPT1","CHPT1",0.0638299029115982,0.138987920351529,4.04977889212892e-06,6.03084175566252e-06
"CHRAC1","CHRAC1",0.248978003672991,0.0716873116472512,5.89232944868672e-12,1.28572680894075e-11
"CHRFAM7A","CHRFAM7A",-0.483764275470818,0.124771078586842,7.97064386804159e-05,0.000107470065656206
"CHRNA10","CHRNA10",0.0459614134175478,0.127545091912299,0.199743277324267,0.207392204290889
"CHRNA6","CHRNA6",-0.664817836259751,0.604074920329349,8.17432219287856e-07,1.27823117527369e-06
"CHRNB1","CHRNB1",-0.148091181549662,0.0566617592316473,0.0123533070355694,0.0140213038661564
"CHRNE","CHRNE",0.769732173770481,0.136910228232862,2.11507439425953e-17,6.15353785633893e-17
"CHST10","CHST10",-1.00369251501969,0.206977362509083,3.54269429071512e-40,2.75072995057939e-39
"CHST11","CHST11",-0.0688061818579799,0.082331986086033,0.0176408651940762,0.0197956297182609
"CHST12","CHST12",-0.846394606371347,0.156101770512868,2.83186954173673e-41,2.29773300308741e-40
"CHST13","CHST13",0.54723697063723,0.1208272038676,0.000327030304759961,0.000421372777393139
"CHST14","CHST14",-0.330243506633133,0.0922683756976317,2.63882625458607e-09,4.89099173284616e-09
"CHST15","CHST15",3.66923353380767,0.26910593750027,6.41309286878568e-126,8.77414303645471e-124
"CHST2","CHST2",0.914927507619724,0.201236573427548,2.80102604158573e-16,7.75182817321434e-16
"CHST7","CHST7",1.60846362297155,0.109193967904239,4.08987742489628e-46,3.96431685574433e-45
"CHSY1","CHSY1",0.550553141871907,0.15678203465633,3.84862194616452e-24,1.5419100311409e-23
"CHTF18","CHTF18",-0.284282043139807,0.100572915784633,0.000431696232931589,0.000551753490882069
"CHTF8","CHTF8",0.0169018597048521,0.119973968243599,0.000840021001612744,0.0010485287313545
"CHUK","CHUK",0.312818043671796,0.0783935885305478,1.52009998654424e-16,4.26638767739592e-16
"CHURC1","CHURC1",-0.120586198094545,0.0872178052157182,0.00466842487427102,0.00547782195991376
"CIAO1","CIAO1",-0.0680327213421845,0.0261515362550006,0.0168235834745471,0.0189112394085876
"CIAPIN1","CIAPIN1",-0.145486542923021,0.0826617732391205,4.84540632471291e-07,7.69613977622869e-07
"CIB1","CIB1",0.436216419100828,0.104439996234699,1.74992396583019e-20,5.90066429611241e-20
"CIB2","CIB2",-0.745255954678577,0.213974477103399,7.1224275647543e-12,1.5459200456468e-11
"CIC","CIC",0.192649702826636,0.136966794201576,1.11569215157089e-06,1.72827741803075e-06
"CIDEB","CIDEB",1.02564816165488,0.203621713308706,5.07000337081092e-24,2.01968708576849e-23
"CIITA","CIITA",0.706833319419414,0.233324759316073,5.08208242442674e-08,8.62446921841339e-08
"CILP2","CILP2",-0.744278002030201,0.285252202725189,0.000245001984871162,0.000318856180398146
"CINP","CINP",0.239253051487673,0.0390284245434725,4.79079755863749e-10,9.33915220118933e-10
"CIR1","CIR1",0.25847216787864,0.134053362155058,1.12338302860923e-12,2.55427472579478e-12
"CIRBP","CIRBP",-0.246572822522932,0.159929308906032,1.35818533351072e-09,2.56773825044125e-09
"CIRH1A","CIRH1A",-0.366036262027327,0.0780653895083093,9.41549679993916e-20,3.05708288078767e-19
"CISD1","CISD1",0.0436271624773787,0.126517539839372,0.018851505250944,0.0211148238565814
"CISD2","CISD2",-0.0857698431192634,0.046784618079238,0.35771368536681,0.365137294993666
"CISH","CISH",-0.516607149447547,0.121219486482805,3.70892881258581e-05,5.13222269893151e-05
"CIT","CIT",-0.0429978846971866,0.220473872896133,0.00566075019439931,0.00660393115396795
"CITED2","CITED2",0.275073181841286,0.218410127004545,4.67667335481324e-06,6.92799538797038e-06
"CITED4","CITED4",0.401521552231285,0.146556068675372,2.64976915413589e-05,3.71585731674803e-05
"CIZ1","CIZ1",-0.291944960971403,0.08900993746893,1.27069973871582e-17,3.74570059186092e-17
"CKAP2","CKAP2",-0.119111800936114,0.0894401147553495,0.023755763057718,0.0263920895721502
"CKAP2L","CKAP2L",0.102931922090244,0.304163504369925,3.47473668651129e-05,4.82442444646493e-05
"CKAP4","CKAP4",2.19582528748391,0.184753084577464,4.61515263358585e-55,6.13104484347906e-54
"CKAP5","CKAP5",-0.190210600256509,0.130915830530433,4.68581069429666e-07,7.44960661068694e-07
"CKB","CKB",0.017142741947768,0.27585947064248,0.000243282705760893,0.000316653258247338
"CKLF","CKLF",0.161389952905699,0.126145594636137,0.00418973262012594,0.00493570738097377
"CKM","CKM",1.31605094875583,0.141425888153438,1.47228364505497e-22,5.45597516410005e-22
"CKS1B","CKS1B",-0.043724659287658,0.149450391033897,0.0156353995356164,0.0176222100816629
"CKS2","CKS2",-0.284976608650659,0.186938519455682,5.13161808050808e-05,7.03462513097865e-05
"CLASP1","CLASP1",-0.276251977487112,0.0966082361521805,5.03328635911697e-17,1.44364355500167e-16
"CLASP2","CLASP2",0.0505426498974571,0.0381334422312868,0.133769849835534,0.140522683134088
"CLASRP","CLASRP",0.242581669423229,0.117443899356394,7.52484283312659e-12,1.63118201134048e-11
"CLC","CLC",-0.176220613361759,0.416117492177695,0.00941575801276721,0.0108118625917392
"CLCC1","CLCC1",0.19742727715377,0.159043997543126,8.02517043085404e-06,1.16677175569141e-05
"CLCF1","CLCF1",1.13829773747446,0.249043673208417,5.29970492382817e-22,1.91216695084349e-21
"CLCN1","CLCN1",1.51589301679512,0.133052680578593,2.36038391059807e-27,1.08310137578446e-26
"CLCN2","CLCN2",-0.403006132427017,0.078312404089799,7.50404609644994e-07,1.17697536811232e-06
"CLCN3","CLCN3",0.394309612664219,0.181043719169138,1.1634520177223e-09,2.21081886445539e-09
"CLCN4","CLCN4",0.36241899539256,0.358667530243711,0.000655503400277293,0.000826006454954543
"CLCN5","CLCN5",0.813493097212318,0.0747993916996019,3.81793883438862e-25,1.60299562418793e-24
"CLCN6","CLCN6",0.110119879194969,0.0947127866331607,0.00182780788049527,0.00221958755371712
"CLCN7","CLCN7",0.216599969814297,0.0930472660980386,0.000295317043042068,0.000381584755029281
"CLDN10","CLDN10",-3.15926234925117,0.841909792482612,3.89539754995138e-32,2.16566637258623e-31
"CLDN12","CLDN12",-0.828460601586381,0.192446514952424,5.35359706594191e-25,2.23749529058661e-24
"CLDN15","CLDN15",-0.527486231971968,0.128448805505734,2.7678960329567e-20,9.23640776010194e-20
"CLDN5","CLDN5",0.74175394984389,0.259016234211614,0.000604289147188075,0.000763896954012283
"CLDN7","CLDN7",0.451724312347132,0.142068252675185,0.000138760048207092,0.000183660719872014
"CLDND1","CLDND1",0.00909311652886685,0.0874099540780599,0.00952662683053739,0.0109317882159343
"CLDND2","CLDND2",-0.0520956971106229,0.152133042203433,0.0273540806068145,0.0302176910870453
"CLEC10A","CLEC10A",3.69969137402587,0.566784093330248,7.61287206504448e-68,1.6123846297193e-66
"CLEC11A","CLEC11A",0.0110714344791791,0.313621163992306,0.000732391586660558,0.000918905560874947
"CLEC12A","CLEC12A",1.50089866072849,0.249754178683119,1.30939950135352e-45,1.24487078790823e-44
"CLEC12B","CLEC12B",0.898156379994528,0.138620980624375,8.99373592015181e-11,1.83591903031327e-10
"CLEC14A","CLEC14A",-2.29051855721061,0.350341177463613,3.69686075771687e-20,1.22573074092212e-19
"CLEC16A","CLEC16A",-0.0668558210057221,0.105111531187807,3.98763669737071e-08,6.81085372489649e-08
"CLEC17A","CLEC17A",1.040149584407,0.134680320585664,3.87108780276231e-12,8.52972197635685e-12
"CLEC1A","CLEC1A",2.93380043643871,0.679686460504617,3.30999339802633e-77,9.58609523520862e-76
"CLEC1B","CLEC1B",1.1087819223606,0.317640176331207,9.72023872833509e-19,3.01066878957514e-18
"CLEC2B","CLEC2B",0.458795066910539,0.202623755879128,5.60119267779096e-05,7.65541353126029e-05
"CLEC2D","CLEC2D",0.74343242594969,0.0930651014130029,2.33785964985905e-21,8.18938887942091e-21
"CLEC3B","CLEC3B",-0.7605730468924,0.625134863839133,4.99932124444464e-08,8.4888617364657e-08
"CLEC4A","CLEC4A",2.80895535029765,0.125362444563055,2.88139990618989e-107,1.95984589047876e-105
"CLEC4D","CLEC4D",2.27199796456431,0.277652308932624,5.25484968766524e-34,3.13683429449746e-33
"CLEC4E","CLEC4E",3.63682791131033,0.285538852164021,1.55625527914078e-77,4.58517489792392e-76
"CLEC4F","CLEC4F",2.39132629961799,0.481195392884272,7.2388185562863e-18,2.15840824838366e-17
"CLEC4G","CLEC4G",3.61172198178868,0.221474151574321,2.02987846566097e-70,4.64646988014665e-69
"CLEC5A","CLEC5A",1.77917258105082,0.701855610229256,1.83592867968704e-21,6.46348981789849e-21
"CLEC7A","CLEC7A",3.48525096184412,0.179940252244206,1.38919666606028e-125,1.83728976845728e-123
"CLECL1","CLECL1",1.24423782317535,0.398851684112702,2.65578295228097e-11,5.59500610283192e-11
"CLGN","CLGN",-0.86085086177432,0.227393012665695,8.2359806318478e-07,1.2871963952322e-06
"CLIC2","CLIC2",-1.20936574229608,0.157491183218334,2.05668007061309e-12,4.61203143943249e-12
"CLIC3","CLIC3",0.0342729830464801,0.216487607673362,0.0256064241152157,0.0283713363346749
"CLIC4","CLIC4",-0.428322245414552,0.257799826535397,2.85486392234024e-09,5.27990137781477e-09
"CLINT1","CLINT1",-0.00692794371633726,0.135078026987816,2.46110669429545e-09,4.57227297989679e-09
"CLIP1","CLIP1",0.612259358155109,0.0838304857071421,4.21887851804657e-37,2.8843946582601e-36
"CLIP2","CLIP2",-1.12271964272796,0.157596603380569,3.04679168125788e-47,3.06041868202637e-46
"CLIP3","CLIP3",-0.836873022426833,0.102502406304586,9.60908451546941e-20,3.11908734626759e-19
"CLIP4","CLIP4",0.72283556731047,0.202200184162157,2.70077048529223e-14,6.72537052017436e-14
"CLK1","CLK1",0.0765437353107988,0.191076082365075,2.76266630955124e-05,3.8691630877266e-05
"CLK2","CLK2",-0.133007313581117,0.106664483708855,7.44890522105967e-08,1.25073097540236e-07
"CLK3","CLK3",0.134239784106869,0.0962706024712432,0.00065187313452625,0.000821605878893049
"CLK4","CLK4",-0.127090566851083,0.135594711377564,4.02793987388434e-05,5.55943510190692e-05
"CLMN","CLMN",0.64995844835119,0.203313666107958,1.22291231992476e-15,3.27402729286199e-15
"CLN3","CLN3",0.566913653603014,0.115671394326071,4.61697434422413e-26,2.01229753274624e-25
"CLN5","CLN5",0.151066406182766,0.0872951291601675,4.82530846535996e-06,7.14107256784528e-06
"CLN6","CLN6",0.165767475745977,0.0578672930092132,0.0438075223650331,0.0476375789065401
"CLN8","CLN8",0.538294591473512,0.0950884177527121,2.58427394949278e-13,6.09362377591375e-13
"CLNK","CLNK",0.0321626236899209,0.313043873733891,0.00172026041727398,0.0020941153351209
"CLNS1A","CLNS1A",-0.500269317004214,0.082276551944636,4.20518857499728e-32,2.33136281360934e-31
"CLOCK","CLOCK",0.317209478508627,0.0599213246251934,2.02680568591117e-08,3.53688866253677e-08
"CLP1","CLP1",0.121385152941194,0.183566898240959,1.3857762204126e-09,2.61906864902686e-09
"CLPB","CLPB",0.292504835400441,0.087686785404935,9.53588740294356e-08,1.58860276777099e-07
"CLPP","CLPP",-0.139389035191794,0.0538195059688847,0.00533991862562127,0.00624126584846524
"CLPTM1","CLPTM1",0.304106748038745,0.0426367153411683,5.42978695955514e-14,1.33039839809767e-13
"CLPTM1L","CLPTM1L",0.238148995578402,0.0417114707672986,1.32095449015656e-12,2.99663070256022e-12
"CLPX","CLPX",-0.223548863893442,0.0724638486671519,6.01819475306506e-15,1.54919057408593e-14
"CLSPN","CLSPN",0.0281576411867877,0.235347784076236,0.00121210091361103,0.00149184543219026
"CLSTN1","CLSTN1",0.193372920188708,0.0777112723166153,8.14298837503646e-05,0.000109731677378081
