"","GENENAME","estimate","se","p","fdr"
"AHCYL1","AHCYL1",0.0107170313181039,0.119734470000176,5.6029113894278e-06,8.24878840672345e-06
"AHCYL2","AHCYL2",-0.305674534186487,0.0891542112111218,1.24201656490499e-08,2.19766956623519e-08
"AHDC1","AHDC1",-1.20454802628091,0.193648612986945,2.20629621553431e-53,2.76146623065246e-52
"AHI1","AHI1",-0.829418662159411,0.140153093273696,2.60214312887942e-35,1.64227516771218e-34
"AHNAK","AHNAK",1.11859589071001,0.0879942855308523,3.32033410950315e-35,2.08779381433788e-34
"AHNAK2","AHNAK2",0.174239543331298,0.168094554207597,0.205458524884449,0.213140388853024
"AHR","AHR",1.23897531179657,0.159481708414794,1.20812736191497e-22,4.49526101559045e-22
"AHRR","AHRR",0.0817219069373154,0.248876141100272,0.0111023198551426,0.012659346032739
"AHSA1","AHSA1",-0.0687758501631135,0.105691558104582,0.00141527839530349,0.00173473985576125
"AHSA2","AHSA2",-0.46865662362653,0.0625216046646631,1.24620204581871e-11,2.67319209792396e-11
"AHSP","AHSP",0.446360819514603,0.252151631992629,0.309851998765667,0.317480273849336
"AIDA","AIDA",-0.120572059664965,0.0843564109048703,0.0485621933389243,0.0526130177341294
"AIF1","AIF1",1.11803224078723,0.135261675318223,7.40449053657417e-39,5.48789855895656e-38
"AIF1L","AIF1L",-2.09958287414745,0.240443036135205,5.61361496887949e-17,1.60738174102893e-16
"AIFM1","AIFM1",0.0348656574691323,0.0858662890336931,0.00379720599343197,0.00448661335515394
"AIFM2","AIFM2",0.793703511476153,0.0933490302997589,3.00435770577255e-15,7.87337511488566e-15
"AIFM3","AIFM3",1.00996759086009,0.170335248431841,2.68379055407849e-28,1.27322275668379e-27
"AIG1","AIG1",-0.518665517825294,0.0815732709344195,1.83660937870887e-08,3.21393140764065e-08
"AIM1","AIM1",1.60872266234161,0.0873184258812613,1.75058973627952e-76,4.8571724081434e-75
"AIM2","AIM2",2.6332585877487,0.259818038647687,1.48915133483144e-78,4.55664995848293e-77
"AIMP1","AIMP1",-0.166579512199857,0.0384890157599813,1.37867978213034e-06,2.12350225759543e-06
"AIMP2","AIMP2",-0.108307188239596,0.0773536586711228,0.0121612289571694,0.0138138284451939
"AIP","AIP",0.270830358768107,0.0950261743674194,4.82216073542459e-09,8.78992025019279e-09
"AK1","AK1",-0.101126620339132,0.185564029327713,0.0104294817488186,0.0119149746862643
"AK2","AK2",0.176751626261957,0.177221268158742,1.14140958807626e-05,1.64163827052582e-05
"AK3","AK3",-0.656891639706154,0.0785448524750101,5.55192513347241e-56,7.64867648885672e-55
"AK4","AK4",0.399173300028197,0.236925232414835,0.00448063865072496,0.00526434131473489
"AK5","AK5",0.369207218259729,0.467362794417498,1.92016162569909e-05,2.7235085594252e-05
"AKAP1","AKAP1",-0.141269802961116,0.177462474231953,4.96351983602583e-08,8.42927330692189e-08
"AKAP10","AKAP10",0.334589206619259,0.101767570980055,6.87490120547404e-18,2.05246925128562e-17
"AKAP11","AKAP11",-0.237063065862696,0.0702891552120202,0.000104182869599913,0.00013933580863458
"AKAP13","AKAP13",0.906169777519984,0.0805737068633597,4.86534895812183e-70,1.09474950186246e-68
"AKAP2","AKAP2",0.735517129946021,0.278050094745796,1.70886295577374e-09,3.20930826168742e-09
"AKAP5","AKAP5",-0.0372240442722944,0.123900236317619,0.165704680493957,0.172925022963315
"AKAP7","AKAP7",1.06253744935462,0.11197258697091,1.09376805029216e-18,3.37983413879221e-18
"AKAP8","AKAP8",0.0772198328774825,0.168658236334211,9.21241070932343e-12,1.98758971674963e-11
"AKAP8L","AKAP8L",-0.0492277854171194,0.15459616969673,7.44443427774126e-08,1.25033302113665e-07
"AKAP9","AKAP9",-0.450766063597033,0.0711396952947634,1.20320402949502e-15,3.22271322301513e-15
"AKIRIN1","AKIRIN1",0.0225339449331218,0.174806515615417,8.92070141468379e-09,1.59195065875534e-08
"AKIRIN2","AKIRIN2",0.852682576556566,0.197071252786258,1.09260706723567e-58,1.65672635940206e-57
"AKNA","AKNA",0.639171769347811,0.0828064695795515,1.54268002159185e-38,1.12584428553082e-37
"AKR1A1","AKR1A1",0.15524029994602,0.0579306409136471,0.00668095718286132,0.00775569729028618
"AKR1B1","AKR1B1",0.152707164274277,0.134032342311237,0.00645281086376014,0.00749783363054831
"AKR1C1","AKR1C1",-0.242268043886821,0.245318842406467,0.0845172740125273,0.0900151317619106
"AKR1C2","AKR1C2",0.311577970975153,0.298535261232148,0.00797891980382632,0.00921621372391506
"AKR1C3","AKR1C3",-1.55397998032689,0.278758304030279,7.77372721395445e-39,5.75439521316541e-38
"AKR1E2","AKR1E2",-0.504148498141657,0.15717047957415,0.0205647561316317,0.0229562311014547
"AKR7A2","AKR7A2",0.447645130820906,0.151270587858031,3.48492866821066e-11,7.29274014376081e-11
"AKT1","AKT1",0.123789064477282,0.0344073286996564,0.00551024500712817,0.00643465577551718
"AKT1S1","AKT1S1",0.142650965311643,0.0355456964633914,0.00166511623816088,0.00202885439480284
"AKT2","AKT2",-0.0517385198279936,0.0396676488962859,0.150785105789031,0.157881343614254
"AKT3","AKT3",1.67126473156763,0.394986972263015,3.53079439740484e-48,3.6545257141139e-47
"AKTIP","AKTIP",0.279683739315947,0.157581565659993,5.69284703258627e-09,1.03122748788425e-08
"ALAD","ALAD",0.362231269123891,0.11599898572855,3.4457948424341e-18,1.04258505362209e-17
"ALAS1","ALAS1",0.253885930775241,0.183640416439247,5.06831413089476e-09,9.22307645620553e-09
"ALAS2","ALAS2",-0.0293232722621851,0.246000192278052,0.715594314941312,0.71982752731737
"ALCAM","ALCAM",0.0289819902024251,0.176936744729697,0.00249821494734502,0.0030000254760137
"ALDH16A1","ALDH16A1",0.443891160690013,0.0881195529710185,7.69317622757668e-18,2.29101517730411e-17
"ALDH18A1","ALDH18A1",-0.806902547325,0.188200568546092,1.99772862134348e-41,1.63204967603647e-40
"ALDH1A1","ALDH1A1",-1.028172651896,0.237997839398467,1.30156408840905e-05,1.8665683547389e-05
"ALDH1A3","ALDH1A3",0.136031191858367,0.423903962501443,0.000123839038083849,0.000164680602202219
"ALDH1B1","ALDH1B1",-0.532093114235647,0.233766434258047,1.06609265989824e-15,2.86384584309835e-15
"ALDH1L2","ALDH1L2",0.980756193351642,0.192673741544839,4.5005138568924e-10,8.78334422669131e-10
"ALDH2","ALDH2",-0.0285915783463151,0.167030750693321,0.306584642652647,0.314240678678589
"ALDH3A2","ALDH3A2",1.4065019337193,0.124170024177277,7.54346583636316e-61,1.236775121904e-59
"ALDH3B1","ALDH3B1",1.33757818090196,0.155720237950523,2.44711706459947e-63,4.36048419459992e-62
"ALDH4A1","ALDH4A1",0.542699025898399,0.156505706570939,7.42880694113857e-11,1.5250963956601e-10
"ALDH5A1","ALDH5A1",-1.43200413151875,0.218367872074704,4.8552720911764e-53,5.98883976178992e-52
"ALDH6A1","ALDH6A1",-0.383086512796827,0.137255356678421,2.85788719830667e-15,7.49778076293682e-15
"ALDH7A1","ALDH7A1",-1.9202590615396,0.173540211603464,3.08500991919651e-42,2.60616558326445e-41
"ALDH8A1","ALDH8A1",-0.439122224466685,0.156842525753317,0.00075807946103774,0.00095013370798486
"ALDH9A1","ALDH9A1",0.655002376045236,0.0456328905521182,5.84532996190773e-44,5.27898046559846e-43
"ALDOA","ALDOA",0.499714012252954,0.0469798988201114,8.15758708716414e-24,3.22055585733051e-23
"ALDOC","ALDOC",0.345882491299675,0.151264801263338,0.00064680859822019,0.000815654491430758
"ALG1","ALG1",0.0366044245339158,0.0881534084764046,0.0458920191570849,0.0498133051273739
"ALG10","ALG10",-0.507866004041145,0.0512444144221046,5.66769120626381e-21,1.95034774293605e-20
"ALG10B","ALG10B",-0.639678393833879,0.0589229368635977,1.03962115802463e-24,4.28780687594148e-24
"ALG11","ALG11",-0.300140965351684,0.103116813484527,3.96664212150395e-10,7.77072764520434e-10
"ALG12","ALG12",-0.0985282806280484,0.0455193070300425,0.00961547055608821,0.0110262500410606
"ALG13","ALG13",-0.103956087290901,0.0796787852690808,0.000751655395397424,0.000942479107912729
"ALG14","ALG14",-0.0254855051660231,0.138448245111579,0.000614147060489799,0.000775781859387676
"ALG2","ALG2",0.022126109549156,0.138716295845297,5.06052448319719e-06,7.47894498677628e-06
"ALG3","ALG3",-0.10155731403299,0.120041322657035,0.000515997389671028,0.000655907403807587
"ALG5","ALG5",0.0362818429179836,0.0339482240879886,0.452966153120317,0.4599604265988
"ALG6","ALG6",-0.0553914003577458,0.127369579465065,9.59010769312874e-05,0.000128606412653573
"ALG8","ALG8",-0.236781952024118,0.0977091454045432,3.23661896335088e-07,5.20473865452115e-07
"ALG9","ALG9",-0.515125186290459,0.116014397208911,3.84502772327956e-36,2.52718746494735e-35
"ALKBH1","ALKBH1",0.0312223859341906,0.0619476555874362,0.110699715540957,0.116979644361151
"ALKBH2","ALKBH2",-0.827162727155406,0.104675113280177,1.83245615704457e-41,1.50011868207025e-40
"ALKBH3","ALKBH3",-0.316830720578416,0.0515712765664931,2.75649640373563e-17,7.98116679485898e-17
"ALKBH4","ALKBH4",-0.150414574678527,0.0892577097976596,0.00200708061622316,0.002429108345186
"ALKBH5","ALKBH5",0.23378614219858,0.095376473048332,3.78515826406864e-11,7.8987971278417e-11
"ALKBH6","ALKBH6",0.0789174366240332,0.0861515932277166,0.0168746726933118,0.0189668771547205
"ALKBH7","ALKBH7",-0.138801423440974,0.110088253604707,0.000852451121605774,0.00106359808181064
"ALKBH8","ALKBH8",-0.0246505647878845,0.0840205005150037,0.0501678438742421,0.0542762993669427
"ALMS1","ALMS1",-0.456287480470858,0.08249212164976,1.0935918727852e-20,3.71490412721525e-20
"ALOX12","ALOX12",0.0378021057130356,0.0758148269296449,0.652615990042107,0.657254262583231
"ALOX5","ALOX5",1.81506690946504,0.173249085075157,1.27511732308342e-37,8.91234380308982e-37
"ALOX5AP","ALOX5AP",1.66812215441411,0.208368696935098,1.99888040828175e-52,2.40573038420401e-51
"ALPK1","ALPK1",0.159657928327384,0.0951031553983031,0.000605140102966348,0.000764891435235048
"ALS2","ALS2",-0.937373149289561,0.176672150843706,1.14651444231401e-60,1.85420671288908e-59
"ALS2CL","ALS2CL",-0.532231774606968,0.151146602476382,0.0136559383088377,0.0154497323153783
"ALX3","ALX3",-0.606778691543649,0.117731690390883,1.77946539443965e-09,3.33821538061705e-09
"AMACR","AMACR",-0.736428106490408,0.176435507688667,8.01465411453253e-33,4.58205705692991e-32
"AMBRA1","AMBRA1",-0.297126699852239,0.142466655440767,6.4040578072883e-16,1.74075131491556e-15
"AMD1","AMD1",-0.69319553348043,0.2077896002215,1.51183552231697e-38,1.10401093387355e-37
"AMDHD1","AMDHD1",0.999707763897187,0.232890382542843,1.24097498531115e-19,4.01285662867661e-19
"AMDHD2","AMDHD2",0.651645569654424,0.0881881739529064,4.3468234526262e-21,1.50320277619435e-20
"AMFR","AMFR",0.271826384921904,0.0806978682490411,7.49869357579311e-11,1.53917830027014e-10
"AMH","AMH",-0.520089977193406,0.237812994270962,0.0015529495571022,0.00189781915587141
"AMICA1","AMICA1",1.97207744183048,0.222001341787589,1.13257922539573e-33,6.68704886899077e-33
"AMIGO1","AMIGO1",-0.14916885120125,0.247563448446932,0.00742794325701028,0.00859731705447233
"AMIGO2","AMIGO2",0.808294809361671,0.322069710725915,6.10007973372614e-13,1.40988833146684e-12
"AMMECR1","AMMECR1",0.300957812156946,0.129824006086683,0.000219716303225588,0.000286794950904066
"AMMECR1L","AMMECR1L",-0.334263340466952,0.0851658721726592,2.7804471724588e-20,9.27569021686578e-20
"AMN","AMN",-1.05385847178366,0.126520132768461,1.19516101545385e-14,3.03471933481465e-14
"AMN1","AMN1",-0.452377066522002,0.0593841072243764,3.45075734963118e-16,9.50355500524292e-16
"AMOT","AMOT",-1.5215024819375,0.148182878338351,5.79433413718946e-47,5.75709175584025e-46
"AMOTL1","AMOTL1",-1.70429109779725,0.363729372721509,1.21960181290886e-23,4.76276915323297e-23
"AMPD2","AMPD2",0.306402069669919,0.0665742559249736,5.83031006007272e-08,9.85069987864381e-08
"AMPD3","AMPD3",0.290292298436219,0.164294894823965,7.04188321320812e-07,1.10696692930291e-06
"AMPH","AMPH",1.24205362874069,0.510450885802646,2.5493466322944e-11,5.37362722936077e-11
"AMT","AMT",-0.3983629404123,0.0879212996535125,8.30683458359472e-07,1.29792927341202e-06
"AMY2B","AMY2B",0.161080635021558,0.109739507738221,0.0967310949423274,0.102564602093223
"AMZ2","AMZ2",0.0656955938835525,0.0823829376947094,0.00406353087185378,0.00479320265262864
"ANAPC1","ANAPC1",-0.641707490275296,0.148040668960681,6.32683563204606e-40,4.87117234982175e-39
"ANAPC10","ANAPC10",-0.173752372268934,0.140131276640819,1.22756295053227e-10,2.48540258550528e-10
"ANAPC11","ANAPC11",0.306790477014812,0.053264506795994,8.21462165602453e-07,1.28419545011374e-06
"ANAPC13","ANAPC13",0.158529723952636,0.0873533885161787,0.00011248631010583,0.000150137312086756
"ANAPC16","ANAPC16",0.115555633413263,0.0870081804616948,0.00227665535613736,0.00274198408419538
"ANAPC2","ANAPC2",0.023213042384686,0.0618984355640999,0.108383713012719,0.114572942805541
"ANAPC4","ANAPC4",-0.0931884138570298,0.0387569751108612,0.18463014044954,0.192085705949731
"ANAPC5","ANAPC5",-0.234075816439087,0.0522079371296116,2.94102845575877e-13,6.91292687774421e-13
"ANAPC7","ANAPC7",-0.480750602405277,0.101676958113045,9.2277268126318e-49,9.74601883325255e-48
"ANG","ANG",1.97967707346214,0.254227849736948,2.21061990538429e-37,1.5289371722132e-36
"ANGEL1","ANGEL1",-0.595398922497449,0.114489564478192,1.67448791679886e-32,9.45513741634577e-32
"ANGEL2","ANGEL2",-0.178443553069265,0.0516144259386342,7.49117187595533e-06,1.09140047539163e-05
"ANGPT1","ANGPT1",-1.11206690800559,0.279919312272397,9.64765666468808e-12,2.08036335651779e-11
"ANGPT2","ANGPT2",-1.99360272893883,0.268107432896281,2.57809050798001e-35,1.6288222567137e-34
"ANGPTL6","ANGPTL6",-0.231217900893215,0.160102519140359,0.0998397934365736,0.105785389111228
"ANK1","ANK1",0.00372952568717838,0.340722576119532,0.0258311334302547,0.02861231911598
"ANK3","ANK3",-0.509553930763903,0.345995977845984,1.55550226396604e-07,2.55522266740102e-07
"ANKAR","ANKAR",-0.515569724858326,0.0537630552045771,4.59752365209682e-19,1.44888334738969e-18
"ANKDD1A","ANKDD1A",0.514756015353665,0.090073473306523,1.14459853730443e-09,2.17742630486409e-09
"ANKFY1","ANKFY1",0.405497831804293,0.111918584452466,2.36653958035636e-17,6.86879312972e-17
"ANKH","ANKH",0.412962379500144,0.160278907046944,0.000233928612080812,0.000304811414296432
"ANKHD1","ANKHD1",0.125873839018473,0.0823822482660224,0.000796184642622003,0.000995690880555758
"ANKIB1","ANKIB1",-0.187971188158129,0.0588165831437992,2.73359682209906e-05,3.82980260986877e-05
"ANKLE1","ANKLE1",-0.222044399663263,0.227095749042602,1.60267571686004e-09,3.01416480609654e-09
"ANKLE2","ANKLE2",-0.105764834587987,0.115894471200428,3.05545427993071e-09,5.64123969195211e-09
"ANKMY1","ANKMY1",-0.253936629877575,0.0587270870741201,1.51844987464314e-08,2.67052435843341e-08
"ANKMY2","ANKMY2",-0.469057939980501,0.136265552160509,1.62834288263637e-35,1.03814490262564e-34
"ANKRA2","ANKRA2",-0.0377778664829623,0.0895540010007195,0.000793800284244465,0.000992813363808119
"ANKRD10","ANKRD10",-0.212228722973788,0.088275341570238,1.60101156610241e-06,2.45451322402331e-06
"ANKRD11","ANKRD11",0.0209943213745886,0.0707342052365066,0.00427920347195724,0.00503420546234445
"ANKRD12","ANKRD12",0.0565843276870579,0.0826387377892111,0.0358163380492211,0.039194802960364
"ANKRD13A","ANKRD13A",0.397454207961758,0.0376338866616772,1.85068589450855e-23,7.16380949669438e-23
"ANKRD13B","ANKRD13B",-1.37229305379365,0.229195275032798,5.7321951519784e-52,6.74879514282878e-51
"ANKRD13C","ANKRD13C",0.0302344373121702,0.0952073470752826,4.90395184169058e-05,6.7318347101422e-05
"ANKRD13D","ANKRD13D",0.840063802765268,0.104212304994609,2.50320273316181e-43,2.20381820509061e-42
"ANKRD16","ANKRD16",-0.996856986746105,0.127639598419898,8.53302713799551e-77,2.38984992996613e-75
"ANKRD17","ANKRD17",-0.320297489852724,0.0994839250721949,8.10203832499132e-20,2.64941104896625e-19
"ANKRD22","ANKRD22",2.07693170551544,0.274753596723368,1.79096589346779e-43,1.58733187117997e-42
"ANKRD23","ANKRD23",-0.77406758798764,0.123108058297535,2.20459208032031e-33,1.28696711780543e-32
"ANKRD24","ANKRD24",-0.306732682455924,0.131758894717963,0.00859015683215461,0.00988673726292171
"ANKRD26","ANKRD26",-0.616056772870926,0.0549797720142968,1.25191444427116e-26,5.56027523513417e-26
"ANKRD27","ANKRD27",-0.696123761250123,0.0894284772590593,6.84716646966005e-50,7.52556070991354e-49
"ANKRD28","ANKRD28",-0.692449030441021,0.235514365760744,1.31258751922259e-22,4.87784241064831e-22
"ANKRD32","ANKRD32",-0.139636214469466,0.110460622969922,0.000942169674152161,0.00117209925077688
"ANKRD35","ANKRD35",1.87961312725292,0.257070465737827,7.5290707082221e-42,6.2714155801237e-41
"ANKRD37","ANKRD37",0.767976710708306,0.148818170706239,5.95814756432981e-22,2.14324056990685e-21
"ANKRD39","ANKRD39",-0.405730479152708,0.0608597410170356,2.71164626944462e-21,9.46531540914936e-21
"ANKRD40","ANKRD40",0.0893753346913043,0.0520234492459216,0.00324702129744453,0.00386338409670954
"ANKRD42","ANKRD42",0.0593274051711448,0.0752207824263304,0.014575536993145,0.0164646934635456
"ANKRD44","ANKRD44",0.898290756632563,0.0687261428413996,6.64065880698748e-37,4.49879122251405e-36
"ANKRD46","ANKRD46",-0.700916754393556,0.106470478639201,1.76442195745372e-36,1.17789761971798e-35
"ANKRD49","ANKRD49",-0.223786712833574,0.10760764033862,2.23274072736369e-06,3.39243207528849e-06
"ANKRD50","ANKRD50",-0.421624557096845,0.127183025607069,4.10454603539736e-13,9.57968852143819e-13
"ANKRD52","ANKRD52",-0.28763946293605,0.096384556624099,6.16017038199857e-11,1.26924888448899e-10
"ANKRD54","ANKRD54",-0.32395036813246,0.110196341120023,2.18400350221364e-16,6.08525133119125e-16
"ANKRD55","ANKRD55",1.48766496439232,0.284593274934663,1.88347295761443e-27,8.66601415326036e-27
"ANKRD6","ANKRD6",0.255996328099778,0.151174716978813,1.46081647959124e-06,2.24652436131454e-06
"ANKRD9","ANKRD9",0.754380165958143,0.119816557601004,1.19915809810399e-08,2.12372843947803e-08
"ANKS1A","ANKS1A",-0.547773805999496,0.218360552803568,1.67216757084856e-14,4.21690902453609e-14
"ANKS1B","ANKS1B",0.271707058878656,0.387936964634,2.33248403611823e-11,4.92698446884033e-11
"ANKS3","ANKS3",-0.644692114961755,0.0555357727046409,2.25715854566545e-31,1.20913403101061e-30
"ANKS6","ANKS6",-0.813648134251396,0.0898901609233734,2.57597702383713e-17,7.46757294562429e-17
"ANKZF1","ANKZF1",-0.318379478055257,0.114306874276355,1.63235992739144e-13,3.88988592907713e-13
"ANLN","ANLN",0.396409132807707,0.269176063687189,1.0970535939597e-09,2.08898239144174e-09
"ANO10","ANO10",0.163917783962599,0.0884197867793853,6.16443540961905e-05,8.40110770330839e-05
"ANO5","ANO5",-1.25856400541269,0.238275891983511,8.5926876848559e-06,1.24669382633886e-05
"ANO6","ANO6",0.427945886742875,0.0642773803563279,1.45760945087459e-16,4.09776223282007e-16
"ANO7","ANO7",-0.813918533190873,0.208373381867421,0.000631880543363869,0.000797336383723113
"ANO8","ANO8",0.733627702506723,0.123224005309462,5.97055366963893e-14,1.4577948785582e-13
"ANO9","ANO9",0.287723431176389,0.209779580849203,0.0133936932833801,0.0151588030001021
"ANP32A","ANP32A",-0.00970931530271976,0.0519483198923391,0.103206937133215,0.109246080275381
"ANP32B","ANP32B",0.0248119643077199,0.0579127709540432,0.430356563125723,0.437449544909093
"ANP32E","ANP32E",0.375395048096267,0.102914531339979,1.07464710407819e-09,2.04762677762809e-09
"ANPEP","ANPEP",0.598450891208703,0.171631257243115,1.93368453433834e-05,2.74105597382746e-05
"ANTXR2","ANTXR2",0.00132033668387804,0.0992765927397515,0.0930641692003569,0.0988085635529255
"ANXA1","ANXA1",0.279218008682967,0.127508455665055,7.16327292367434e-05,9.69906013087199e-05
"ANXA11","ANXA11",0.408586101481126,0.0363063470040779,6.2630538311299e-27,2.82169302618998e-26
"ANXA2","ANXA2",2.16331951249807,0.219066782204531,1.41653107195234e-94,6.38673081418511e-93
